trade_id,direction,signal_time,signal_available_at,entry_time,entry_price,atr_at_entry,initial_stop,active_module_mask,module_score,exit_time,exit_price,exit_reason,bars_held,closed,censored_at_end,return_pct,observed_through,exit_timing,exit_stop_source,intrabar_exit_uncertain,excursion_data_valid,in_trade_mfe,in_trade_mae,in_trade_mfe_lower,in_trade_mfe_upper,in_trade_mae_lower,in_trade_mae_upper,mfe_bar,bars_to_mfe,realized_to_in_trade_mfe,in_trade_mfe_minus_realized,post_exit_horizon,post_exit_window_complete,post_exit_observed_bars,post_exit_mfe_from_entry,initial_risk_pct,realized_R,mfe_R,module,symbol,configuration,partition,year,holding_bucket
1,Long,2021-11-19,signal bar close,2021-11-22,33.516998291015625,1.394812536729291,31.42477948592169,2,1,2021-11-23,31.53499984741211,ATR_STOP,2,True,False,-0.059134127298469896,2021-11-23,OPEN,TRAILING_STOP,False,True,0.033714268154440896,-0.059134127298469896,0.033714268154440896,0.033714268154440896,-0.059134127298469896,-0.059134127298469896,2021-11-22,0,-1.7539792656208275,0.09284839545291079,20,True,19,0.0,0.062422618724027074,-0.9473189127150251,0.5400969847723474,breakout,NVDA,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2021,1-3
2,Long,2023-02-07,signal bar close,2023-02-08,22.386999130249023,0.9463191674461461,20.967520379079804,2,1,2023-02-10,21.613077410305586,ATR_STOP,3,True,False,-0.03457014115383261,2023-02-10,INTRABAR_STOP,TRAILING_STOP,True,True,0.028275398762996673,,0.028275398762996673,0.028275398762996673,-0.07039792591696425,-0.03457014115383261,2023-02-09,1,-1.222622585930555,0.06284553991682928,20,True,17,0.08312860737643923,0.06340638791785352,-0.5452154315842772,0.44593927664873473,breakout,NVDA,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2023,1-3
3,Long,2023-02-23,signal bar close,2023-02-24,23.225000381469727,1.1338466131381886,21.524230461762443,2,1,2023-03-10,22.994062553128735,ATR_STOP,11,True,False,-0.00994350159517099,2023-03-10,INTRABAR_STOP,TRAILING_STOP,True,True,0.05291711825043932,-0.03414429114754547,0.05291711825043932,0.05291711825043932,-0.03414429114754547,-0.03414429114754547,2023-03-09,9,-0.18790708798827,0.06286061984561031,20,True,9,0.1879009794943396,0.07323013527544474,-0.13578428549626356,0.7226139628364622,breakout,NVDA,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2023,11-15
4,Long,2023-03-16,signal bar close,2023-03-17,25.98200035095215,1.0366068377082283,24.427090094389804,2,1,2023-03-28,26.092135582728925,ATR_STOP,8,True,False,0.004238905022289519,2023-03-28,INTRABAR_STOP,TRAILING_STOP,True,True,0.061850524564913245,-0.0327919782417494,0.061850524564913245,0.061850524564913245,-0.0327919782417494,-0.0327919782417494,2023-03-22,3,0.06853466566545788,0.05761161954262373,20,True,12,0.07766914101261246,0.05984567144790152,0.07083060344606018,1.0335003863856227,breakout,NVDA,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2023,6-10
5,Long,2023-05-01,signal bar close,2023-05-02,28.68000030517578,0.8697771311113578,27.375334608508744,2,1,2023-05-03,27.535918045852636,ATR_STOP,2,True,False,-0.03989129174160699,2023-05-03,INTRABAR_STOP,TRAILING_STOP,True,True,0.005439335274377566,,0.005439335274377566,0.005439335274377566,-0.04211995014823855,-0.03989129174160699,2023-05-02,0,-7.333854180586769,0.04533062701598456,20,True,18,0.4622733360910527,0.04549043524353061,-0.8769160270296624,0.11957096574825841,breakout,NVDA,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2023,1-3
6,Long,2023-05-17,signal bar close,2023-05-18,30.40999984741211,0.8540335004865265,29.128949596682318,2,1,2023-05-24,30.209999084472656,ATR_STOP,5,True,False,-0.006576809074087309,2023-05-24,OPEN,TRAILING_STOP,False,True,0.04662937437333792,-0.006576809074087309,0.04662937437333792,0.04662937437333792,-0.006576809074087309,-0.006576809074087309,2023-05-18,0,-0.14104433444528144,0.053206183447425226,20,True,16,0.4235120579432572,0.04212595386904642,-0.15612249622957164,1.1069037040274725,breakout,NVDA,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2023,4-5
7,Long,2023-05-25,signal bar close,2023-05-26,37.88999938964844,1.4550254553281163,35.70746120665626,2,1,2023-05-31,39.487998962402344,ATR_STOP,3,True,False,0.042174705687392455,2023-05-31,OPEN,TRAILING_STOP,False,True,0.10683558724995046,-0.008973348061884101,0.10683558724995046,0.10683558724995046,-0.008973348061884101,-0.008973348061884101,2023-05-30,1,0.3947627075678569,0.064660881562558,20,True,18,0.16099240926577796,0.0576019587793513,0.7321748527501623,1.854721428123518,breakout,NVDA,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2023,1-3
8,Long,2023-06-14,signal bar close,2023-06-15,42.60200119018555,1.5895754129290793,40.21763807079193,2,1,2023-06-26,41.79262410040011,ATR_STOP,7,True,False,-0.01899856971911207,2023-06-26,INTRABAR_STOP,TRAILING_STOP,True,True,0.032580640568617536,,0.032580640568617536,0.032580640568617536,-0.05872969921987736,-0.01899856971911207,2023-06-20,2,-0.583124499320371,0.051579210287729604,20,True,13,0.12877329486341105,0.05596833605889194,-0.3394521091197186,0.5821263032428727,breakout,NVDA,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2023,6-10
9,Long,2023-07-12,signal bar close,2023-07-13,44.518001556396484,1.3272487596621663,42.52712841690324,2,1,2023-07-17,45.82280213960911,ATR_STOP,3,True,False,0.02930950486534467,2023-07-17,INTRABAR_STOP,TRAILING_STOP,True,True,0.08019227211494795,-0.0005840553406145643,0.08019227211494795,0.08019227211494795,-0.0005840553406145643,-0.0005840553406145643,2023-07-14,1,0.3654903906866774,0.05088276724960328,20,True,17,0.07587937989021021,0.04472063142751724,0.6553911232861107,1.79318291256515,breakout,NVDA,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2023,1-3
10,Long,2023-08-21,signal bar close,2023-08-22,48.1349983215332,1.7902070463212223,45.44968775205137,2,1,2023-08-22,45.44968775205137,ATR_STOP,1,True,False,-0.055787071011085154,2023-08-22,INTRABAR_STOP,INITIAL_STOP,True,True,,,0.0,0.0010803356172910394,-0.05821124412866674,-0.055787071011085154,,,,,20,True,19,0.04427133256688043,0.055787071011085106,-1.0000000000000009,,breakout,NVDA,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2023,1-3
11,Long,2024-02-02,signal bar close,2024-02-05,68.2249984741211,1.7622762912585965,65.5815840372332,2,1,2024-02-06,66.68486702949905,ATR_STOP,2,True,False,-0.022574297970944568,2024-02-06,INTRABAR_STOP,TRAILING_STOP,True,True,,,0.02059360660637921,0.022411130272040447,-0.028215397074628945,-0.022574297970944568,,,,,20,True,18,0.28537928407705904,0.038745540432523234,-0.5826295805644659,,breakout,NVDA,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2024,1-3
12,Long,2024-02-07,signal bar close,2024-02-08,70.0739974975586,2.0327336933345053,67.02489695755683,2,1,2024-02-13,70.4000015258789,ATR_STOP,4,True,False,0.0046522824437362775,2024-02-13,OPEN,TRAILING_STOP,False,True,0.06474587900646922,-0.008833457325243543,0.06474587900646922,0.06474587900646922,-0.008833457325243543,-0.008833457325243543,2024-02-12,2,0.07185449506788587,0.06009359656273294,20,True,17,0.32384338847298766,0.0435125816834981,0.10691809733506641,1.487980636897574,breakout,NVDA,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2024,4-5
13,Long,2024-03-04,signal bar close,2024-03-05,85.2699966430664,3.1091497931339656,80.60627195336546,2,1,2024-03-08,87.97553976382855,ATR_STOP,4,True,False,0.03172913366101482,2024-03-08,INTRABAR_STOP,TRAILING_STOP,True,True,,-0.02173093584052055,0.11572656542396209,0.14225407951624258,-0.02173093584052055,-0.02173093584052055,,,,,20,True,16,0.13481884191208549,0.05469361877921647,0.5801249646525832,,breakout,NVDA,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2024,4-5
14,Long,2024-05-24,signal bar close,2024-05-28,110.24400329589844,3.72059825546219,104.66310591270515,2,1,2024-05-31,109.45180556840486,ATR_STOP,4,True,False,-0.007185857768311377,2024-05-31,INTRABAR_STOP,TRAILING_STOP,True,True,0.05056961631988921,,0.05056961631988921,0.05056961631988921,-0.029969891837328677,-0.007185857768311377,2024-05-30,2,-0.1420983248687444,0.05775547408820059,20,True,16,0.2768040918201382,0.050623137915392837,-0.14194809062056174,0.9989427444108052,breakout,NVDA,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2024,4-5
15,Long,2024-06-05,signal bar close,2024-06-06,124.0479965209961,4.41568844575667,117.42446385236109,2,1,2024-06-07,118.65796783378424,ATR_STOP,2,True,False,-0.043451154701233285,2024-06-07,INTRABAR_STOP,TRAILING_STOP,True,True,0.012406499967802853,,0.012406499967802853,0.012406499967802853,-0.04857791754942231,-0.04617564964221221,2024-06-06,0,-3.5022895106594945,0.05585765466903614,20,True,18,0.13472203062152,0.05339491853472961,-0.8137694727068717,0.2323535704944152,breakout,NVDA,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2024,1-3
16,Long,2025-05-29,signal bar close,2025-05-30,138.72000122070312,4.921813414016398,131.33728109967853,2,1,2025-07-01,152.9766199800933,ATR_STOP,22,True,False,0.1027726256771575,2025-07-01,INTRABAR_STOP,TRAILING_STOP,True,True,0.1441032678579639,-0.04181086361533415,0.1441032678579639,0.1441032678579639,-0.04181086361533415,-0.04181086361533415,2025-06-27,19,0.7131873357546329,0.0413306421808064,20,True,0,,0.05322030028877165,1.931079402399395,2.707674836031818,breakout,NVDA,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2025,16+
17,Long,2025-07-09,signal bar close,2025-07-10,164.32000732421875,3.8001941490409408,158.61971610065734,2,1,2025-07-14,162.21385568338377,ATR_STOP,3,True,False,-0.012817377963471932,2025-07-14,INTRABAR_STOP,TRAILING_STOP,True,True,0.02172585142590555,-0.01649225044470748,0.02172585142590555,0.02172585142590555,-0.01649225044470748,-0.01649225044470748,2025-07-11,1,-0.5899597540370132,0.03454322938937748,20,True,17,0.11550629796461576,0.03469018360201384,-0.3694814103759271,0.6262823995155885,breakout,NVDA,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2025,1-3
18,Long,2025-07-15,signal bar close,2025-07-16,171.05999755859375,4.0879694836055025,164.92804333318549,2,1,2025-07-22,168.58649996519776,ATR_STOP,5,True,False,-0.014459824790706732,2025-07-22,INTRABAR_STOP,TRAILING_STOP,True,True,0.018648441990732234,,0.018648441990732234,0.018648441990732234,-0.037881420671244004,-0.014459824790706732,2025-07-18,2,-0.7753905016779884,0.033108266781438966,20,True,15,0.07845199555991167,0.03584680412092176,-0.4033783525563258,0.5202260689077214,breakout,NVDA,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2025,4-5
19,Long,2025-09-22,signal bar close,2025-09-23,181.97000122070312,5.177127268816411,174.2043103174785,2,1,2025-09-25,174.47999572753906,ATR_STOP,3,True,False,-0.04116066078430025,2025-09-25,OPEN,TRAILING_STOP,False,True,0.0024729183119387432,-0.04116066078430025,0.0024729183119387432,0.0024729183119387432,-0.04116066078430025,-0.04116066078430025,2025-09-23,0,-16.64456952968685,0.043633579096238995,20,True,18,0.07501233063096446,0.04267566550052374,-0.9644995643663742,0.05794680136642261,breakout,NVDA,ATR1.5-DYNAMIC-TRENDON,ENTRY HOLDOUT / EXIT-USED HISTORY,2025,1-3
20,Long,2025-10-09,signal bar close,2025-10-10,193.50999450683594,5.178420792029201,185.74236331879214,2,1,2025-10-10,185.74236331879214,ATR_STOP,1,True,False,-0.04014072352097242,2025-10-10,INTRABAR_STOP,INITIAL_STOP,True,True,,,0.0,0.010903832723105245,-0.059221703169824114,-0.04014072352097242,,,,,20,True,19,0.09653252268533552,0.04014072352097242,-1.0,,breakout,NVDA,ATR1.5-DYNAMIC-TRENDON,ENTRY HOLDOUT / EXIT-USED HISTORY,2025,1-3
21,Long,2025-10-29,signal bar close,2025-10-30,205.14999389648438,6.253351004612556,195.76996738956555,2,1,2025-11-04,201.77450207860474,ATR_STOP,4,True,False,-0.01645377488815747,2025-11-04,INTRABAR_STOP,TRAILING_STOP,True,True,0.03017305691234684,,0.03017305691234684,0.03017305691234684,-0.0351937676602917,-0.01823051594270164,2025-11-03,2,-0.5453134873259915,0.04662683180050431,20,True,16,0.0,0.045722772537111774,-0.35985951802906185,0.6599131075845476,breakout,NVDA,ATR1.5-DYNAMIC-TRENDON,ENTRY HOLDOUT / EXIT-USED HISTORY,2025,4-5
22,Long,2026-04-27,signal bar close,2026-04-28,209.49000549316406,5.735611950581017,200.88658756729254,2,1,2026-04-30,205.87610478887007,ATR_STOP,3,True,False,-0.017250945675362672,2026-04-30,INTRABAR_STOP,TRAILING_STOP,True,True,0.025013079846169406,,0.025013079846169406,0.025013079846169406,-0.051506077912981674,-0.017250945675362672,2026-04-28,0,-0.6896769922558955,0.04226402552153208,20,True,17,0.12912304684555198,0.04106839324204546,-0.42005406867735223,0.6090591296998012,breakout,NVDA,ATR1.5-DYNAMIC-TRENDON,ENTRY HOLDOUT / EXIT-USED HISTORY,2026,1-3
23,Long,2026-05-11,signal bar close,2026-05-12,218.5500030517578,6.759257603660376,208.41111664626726,2,1,2026-05-15,225.75659105642282,ATR_STOP,4,True,False,0.032974550007021985,2026-05-15,INTRABAR_STOP,TRAILING_STOP,True,True,0.08231521383284779,-0.016609493626741467,0.08231521383284779,0.08231521383284779,-0.016609493626741467,-0.016609493626741467,2026-05-14,2,0.4005887669074308,0.0493406638258258,20,True,16,0.06282313217029545,0.046391609535184605,0.7107869362026171,1.7743556358056036,breakout,NVDA,ATR1.5-DYNAMIC-TRENDON,ENTRY HOLDOUT / EXIT-USED HISTORY,2026,4-5
1,Long,2021-11-03,signal bar close,2021-11-04,132.00999450683594,3.949620443751521,126.08556384120865,2,1,2021-11-09,145.5482702485393,ATR_STOP,4,True,False,0.10255492996783899,2021-11-09,INTRABAR_STOP,TRAILING_STOP,True,True,,-0.009393154200235898,0.16665404829526564,0.1790773454537511,-0.009393154200235898,-0.009393154200235898,,,,,20,True,16,0.24581481370602498,0.04487865246688194,2.2851606349704703,,breakout,AMD,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2021,4-5
2,Long,2023-11-03,signal bar close,2023-11-06,112.5999984741211,4.258137348705407,106.21279245106298,2,1,2023-11-30,120.42994060496585,ATR_STOP,18,True,False,0.0695376752837551,2023-11-30,INTRABAR_STOP,TRAILING_STOP,True,True,0.11660750497994177,-0.021136743211989995,0.11660750497994177,0.11660750497994177,-0.021136743211989995,-0.021136743211989995,2023-11-29,16,0.5963396206420557,0.04706982969618667,20,True,2,0.07815278127006664,0.05672474342462879,1.2258790623910196,2.0556726736874587,breakout,AMD,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2023,16+
3,Long,2023-12-08,signal bar close,2023-12-11,130.55999755859375,4.305639471261093,124.10153835170212,2,1,2023-12-20,136.71478740319637,ATR_STOP,8,True,False,0.04714146721579415,2023-12-20,INTRABAR_STOP,TRAILING_STOP,True,True,0.09888177009436228,-0.01769299633723609,0.09888177009436228,0.09888177009436228,-0.01769299633723609,-0.01769299633723609,2023-12-19,6,0.4767457861121149,0.05174030287856812,20,True,12,0.15693938324384837,0.04946736617387844,0.9529811441767746,1.998929349640156,breakout,AMD,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2023,6-10
4,Long,2023-12-28,signal bar close,2023-12-29,149.5,4.2827954626911255,143.0758068059633,2,1,2024-01-02,144.27999877929688,ATR_STOP,2,True,False,-0.034916396125104554,2024-01-02,OPEN,TRAILING_STOP,False,True,0.010367913389684347,-0.034916396125104554,0.010367913389684347,0.010367913389684347,-0.034916396125104554,-0.034916396125104554,2023-12-29,0,-3.36773609237949,0.0452843095147889,20,True,19,0.2369230646752194,0.04297119193335578,-0.8125535865809018,0.24127590888714448,breakout,AMD,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2023,1-3
5,Long,2024-02-22,signal bar close,2024-02-23,181.86000061035156,7.923736060296494,169.97439651990683,2,1,2024-03-11,203.00999450683594,ATR_STOP,12,True,False,0.11629821745024516,2024-03-11,OPEN,TRAILING_STOP,False,True,0.2498625442037956,-0.05152312265336123,0.2498625442037956,0.2498625442037956,-0.05152312265336123,-0.05152312265336123,2024-03-08,10,0.4654487843339526,0.13356432675355046,20,True,9,0.11926758148361971,0.06535579044624833,1.7794630996911325,3.8231125734649987,breakout,AMD,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2024,11-15
6,Long,2024-10-04,signal bar close,2024-10-07,171.0800018310547,5.8811213254611205,162.25831984286302,2,1,2024-10-10,165.7585539917373,ATR_STOP,4,True,False,-0.031105025615866144,2024-10-10,INTRABAR_STOP,TRAILING_STOP,True,True,0.01736030622466367,,0.01736030622466367,0.01736030622466367,-0.05307459512434065,-0.031105025615866144,2024-10-09,2,-1.79173254280938,0.04846533184052981,20,True,16,0.0,0.0515646591873624,-0.6032237215579124,0.33667062864866903,breakout,AMD,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2024,4-5
7,Long,2025-07-15,signal bar close,2025-07-16,155.30999755859375,5.618541801784515,146.882184855917,2,1,2025-07-22,153.88108428278844,ATR_STOP,5,True,False,-0.009200394683325008,2025-07-22,INTRABAR_STOP,TRAILING_STOP,True,True,0.04281765024665973,,0.04281765024665973,0.04281765024665973,-0.03843925899522871,-0.015839234394102952,2025-07-17,1,-0.21487388098889768,0.05201804492998474,20,True,15,0.1750692348774796,0.05426445711904156,-0.16954734593846257,0.7890551664919336,breakout,AMD,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2025,4-5
8,Long,2025-07-25,signal bar close,2025-07-28,169.0800018310547,5.4645262405386905,160.88321247024666,2,1,2025-07-31,173.4967720969114,ATR_STOP,4,True,False,0.026122369399250278,2025-07-31,INTRABAR_STOP,TRAILING_STOP,True,True,,-0.0024249092599315514,0.07824695756011724,0.07937070039988892,-0.0024249092599315514,-0.0024249092599315514,,,,,20,True,16,0.10391525831059356,0.048478763141949134,0.5388414989623848,,breakout,AMD,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2025,4-5
9,Long,2025-08-13,signal bar close,2025-08-14,179.8300018310547,7.7767522718654325,168.16487342325655,2,1,2025-08-19,173.10000610351562,ATR_STOP,4,True,False,-0.03742420985938544,2025-08-19,OPEN,TRAILING_STOP,False,True,0.031196132754433226,-0.03742420985938544,0.031196132754433226,0.031196132754433226,-0.03742420985938544,-0.03742420985938544,2025-08-14,0,-1.1996426016640525,0.06862034261381866,20,True,17,0.0,0.06486753205261712,-0.5769328456804691,0.4809206049203254,breakout,AMD,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2025,4-5
10,Long,2026-05-06,signal bar close,2026-05-07,417.07000732421875,20.65030563232875,386.09454887572565,2,1,2026-05-12,435.78984741676743,ATR_STOP,4,True,False,0.0448841675589402,2026-05-12,INTRABAR_STOP,TRAILING_STOP,True,True,0.12503894545441252,-0.03833893703970648,0.12503894545441252,0.12503894545441252,-0.03833893703970648,-0.03833893703970648,2026-05-11,2,0.3589615011212995,0.08015477789547232,20,True,16,0.3101877211146924,0.07426920637909508,0.6043442463870728,1.683590704014953,breakout,AMD,ATR1.5-DYNAMIC-TRENDON,ENTRY HOLDOUT / EXIT-USED HISTORY,2026,4-5
11,Long,2026-06-15,signal bar close,2026-06-16,546.8900146484375,33.422862377039024,496.75572108287895,2,1,2026-06-23,509.0799865722656,ATR_STOP,5,True,False,-0.06913643888795018,2026-06-23,OPEN,TRAILING_STOP,False,True,0.029439147094845408,-0.07248260817839158,0.029439147094845408,0.029439147094845408,-0.07248260817839158,-0.07248260817839158,2026-06-22,3,-2.3484525100272178,0.09857558598279559,20,True,16,0.06919118068856589,0.09167161992852778,-0.7541749446759285,0.32113697911957684,breakout,AMD,ATR1.5-DYNAMIC-TRENDON,ENTRY HOLDOUT / EXIT-USED HISTORY,2026,4-5
12,Long,2026-06-30,signal bar close,2026-07-01,557.530029296875,34.90210574642094,505.1768706772436,2,1,2026-07-02,510.9581671111514,ATR_STOP,2,True,False,-0.08353247311980194,2026-07-02,INTRABAR_STOP,TRAILING_STOP,True,True,0.011766177988415949,,0.011766177988415949,0.011766177988415949,-0.09242556739385277,-0.08353247311980194,2026-07-01,0,-7.099371877770456,0.09529865110821789,20,True,18,0.02989970411312104,0.09390195302243401,-0.8895712009296046,0.12530280371916125,breakout,AMD,ATR1.5-DYNAMIC-TRENDON,ENTRY HOLDOUT / EXIT-USED HISTORY,2026,1-3
1,Long,2021-12-21,signal bar close,2021-12-22,90.0,3.3012279750405207,85.04815803743922,2,1,2022-01-10,93.85793276566399,ATR_STOP,13,True,False,0.042865919618488846,2022-01-10,INTRABAR_STOP,TRAILING_STOP,True,True,0.09388885498046884,-0.012000020345052098,0.09388885498046884,0.09388885498046884,-0.012000020345052098,-0.012000020345052098,2022-01-05,9,0.45656025550003776,0.05102293536197999,20,True,7,0.09011111789279513,0.05502046625067531,0.7790904465111238,1.7064351027617195,breakout,MU,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2021,11-15
2,Long,2023-11-03,signal bar close,2023-11-06,72.58000183105469,2.0943737401733427,69.43844122079467,2,1,2023-11-28,75.08000183105469,ATR_STOP,16,True,False,0.03444474975103029,2023-11-28,OPEN,TRAILING_STOP,False,True,0.08721413159769686,-0.011986810755490795,0.08721413159769686,0.08721413159769686,-0.011986810755490795,-0.011986810755490795,2023-11-20,10,0.394944593496817,0.052769381846666574,20,True,5,0.0887296038790708,0.043284107619240106,0.7957828322125173,2.014922714010847,breakout,MU,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2023,16+
3,Long,2023-12-21,signal bar close,2023-12-22,86.1500015258789,2.404434128808535,82.54335033266611,2,1,2024-01-02,84.0,ATR_STOP,6,True,False,-0.024956488540897603,2024-01-02,OPEN,TRAILING_STOP,False,True,0.019965190832718083,-0.024956488540897603,0.019965190832718083,0.019965190832718083,-0.024956488540897603,-0.024956488540897603,2023-12-26,1,-1.25,0.044921679373615686,20,True,15,0.04410905809701915,0.04186478385759962,-0.5961212800186787,0.476897024014943,breakout,MU,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2023,6-10
4,Long,2024-01-19,signal bar close,2024-01-22,88.2699966430664,2.200488203049179,84.96926433849264,2,1,2024-01-24,86.62360322127958,ATR_STOP,3,True,False,-0.018651789785880224,2024-01-24,INTRABAR_STOP,TRAILING_STOP,True,True,0.01903251805898587,,0.01903251805898587,0.01903251805898587,-0.01880589210201622,-0.018651789785880224,2024-01-22,0,-0.9799959063784578,0.037684307844866094,20,True,17,0.02005216200039328,0.037393592728011536,-0.49879640936208225,0.508978054005723,breakout,MU,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2024,1-3
5,Long,2024-02-26,signal bar close,2024-02-27,91.88999938964844,2.574705613592038,88.02794096926038,2,1,2024-03-11,95.9000015258789,ATR_STOP,10,True,False,0.04363915728442369,2024-03-11,OPEN,TRAILING_STOP,False,True,0.10839045761920718,-0.033409508273106625,0.10839045761920718,0.10839045761920718,-0.033409508273106625,-0.033409508273106625,2024-03-08,8,0.4026106932561808,0.06475130033478349,20,True,11,0.3212537214989515,0.042029148395261826,1.0383069595895826,2.578935375988409,breakout,MU,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2024,6-10
6,Long,2024-03-21,signal bar close,2024-03-22,109.30999755859375,4.24087077802603,102.9486913915547,2,1,2024-04-05,122.97557751035144,ATR_STOP,10,True,False,0.12501674372860982,2024-04-05,INTRABAR_STOP,TRAILING_STOP,True,True,0.19421824354317718,-0.020675094294321128,0.19421824354317718,0.19421824354317718,-0.020675094294321128,-0.020675094294321128,2024-04-04,8,0.6436920726286819,0.06920149981456736,20,True,10,0.1865337100453115,0.05819509934239252,2.148234905366692,3.3373642409387196,breakout,MU,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2024,6-10
7,Long,2024-05-06,signal bar close,2024-05-07,120.1500015258789,4.673269547367041,113.14009720482835,2,1,2024-05-21,124.19999694824219,ATR_STOP,11,True,False,0.03370782664110883,2024-05-21,OPEN,TRAILING_STOP,False,True,0.09047026723708163,-0.02255513150275701,0.09047026723708163,0.09047026723708163,-0.02255513150275701,-0.02255513150275701,2024-05-20,9,0.3725845813274307,0.056762440595972796,20,True,10,0.10944653648669789,0.058342939925312476,0.5777533097279601,1.5506634967812187,breakout,MU,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2024,11-15
8,Long,2024-06-05,signal bar close,2024-06-06,133.83999633789062,4.503182828001918,127.08522209588774,2,1,2024-06-20,149.9166136069394,ATR_STOP,10,True,False,0.1201181837188785,2024-06-20,INTRABAR_STOP,TRAILING_STOP,True,True,0.17707708903704322,-0.03481772108200598,0.17707708903704322,0.17707708903704322,-0.03481772108200598,-0.03481772108200598,2024-06-18,8,0.6783383687414845,0.05695890531816472,20,True,10,0.07643463289181196,0.0504690259027643,2.380037687874205,3.508629022842787,breakout,MU,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2024,6-10
9,Long,2025-06-24,signal bar close,2025-06-25,126.61000061035156,4.079901101386792,120.49014895827138,2,1,2025-06-27,123.69607724636211,ATR_STOP,3,True,False,-0.02301495418957622,2025-06-27,INTRABAR_STOP,TRAILING_STOP,True,True,0.025590438966470952,,0.025590438966470952,0.025590438966470952,-0.025432439816605257,-0.02301495418957622,2025-06-26,1,-0.8993575381700495,0.04860539315604717,20,True,17,0.0,0.04833624218132916,-0.4761428102589697,0.5294254954795755,breakout,MU,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2025,1-3
10,Long,2025-08-08,signal bar close,2025-08-11,124.97000122070312,4.2564493263584,118.58532723116552,2,1,2025-08-14,121.61977378037598,ATR_STOP,4,True,False,-0.026808253241595748,2025-08-14,INTRABAR_STOP,TRAILING_STOP,True,True,0.029047010061252543,,0.029047010061252543,0.029047010061252543,-0.02856685332441844,-0.026808253241595748,2025-08-13,2,-0.9229264280579708,0.05585526330284829,20,True,16,0.05833394586640295,0.051089652934082616,-0.5247296018272927,0.5685497628791852,breakout,MU,ATR1.5-DYNAMIC-TRENDON,IN-SAMPLE,2025,4-5
11,Long,2025-10-24,signal bar close,2025-10-27,224.80999755859375,9.560749973819657,210.46887259786428,2,1,2025-11-04,222.13999938964844,ATR_STOP,7,True,False,-0.011876687860598478,2025-11-04,OPEN,TRAILING_STOP,False,True,0.056981440762015056,-0.040345145518120074,0.056981440762015056,0.056981440762015056,-0.040345145518120074,-0.040345145518120074,2025-11-03,5,-0.2084308101334586,0.06885812862261353,20,True,14,0.15911209199826137,0.06379220282225949,-0.18617773544660002,0.8932351955423006,breakout,MU,ATR1.5-DYNAMIC-TRENDON,ENTRY HOLDOUT / EXIT-USED HISTORY,2025,6-10
12,Long,2025-11-10,signal bar close,2025-11-11,248.33999633789062,12.008416220304492,230.3273720074339,2,1,2025-11-13,232.12047064392578,ATR_STOP,3,True,False,-0.06531177391134613,2025-11-13,INTRABAR_STOP,TRAILING_STOP,True,True,0.006644153900318361,,0.006644153900318361,0.006644153900318361,-0.07320606001397212,-0.06531177391134613,2025-11-11,0,-9.829961029081016,0.07195592781166449,20,True,17,0.0492872288591053,0.07253211160536868,-0.9004532263818978,0.09160292942342209,breakout,MU,ATR1.5-DYNAMIC-TRENDON,ENTRY HOLDOUT / EXIT-USED HISTORY,2025,1-3
